"","HOUR_I_R","ALCHL_I","ALIGN_I","STRATUM_R","WRK_ZONE","WKDY_I_R","INT_HWY","LGTCON_I_R","MANCOL_I_R","PED_ACC_R","RELJCT_I_R","REL_RWY_R","PROFIL_I_R","SPD_LIM","SUR_COND","TRAF_CON_R","TRAF_WAY","VEH_INVL","WEATHER_R","INJURY"
"33334",0,2,1,0,0,1,0,1,2,0,1,1,0,25,1,0,1,2,1,1
"4096",0,2,1,1,0,0,0,3,0,0,0,0,1,35,1,0,1,1,1,1
"2703",1,2,1,0,0,1,0,3,2,0,1,1,0,35,2,1,1,2,2,0
"21085",1,2,1,1,0,1,0,1,2,0,1,1,1,35,1,1,1,2,1,1
"21188",0,2,1,1,0,1,0,1,2,0,1,1,1,50,1,1,1,2,1,1
"32934",0,2,1,1,0,1,0,1,2,0,1,1,0,40,1,0,1,2,1,1
"13091",1,2,1,0,0,1,0,1,2,0,1,1,0,35,4,1,2,2,1,0
"4986",0,2,2,0,0,1,1,3,2,0,0,1,0,55,1,0,2,2,1,1
"16697",0,2,1,0,0,1,0,1,2,0,1,1,0,45,2,1,1,2,2,0
"939",1,2,1,1,0,0,1,3,0,0,0,0,0,55,1,0,2,1,1,1
"33218",0,2,1,0,0,0,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"2163",0,1,2,0,0,1,1,3,2,1,1,1,0,55,2,0,3,3,2,1
"40662",1,2,1,1,0,1,0,1,0,0,1,0,0,25,1,2,1,1,1,1
"5155",0,2,1,1,0,1,0,3,2,0,1,1,0,45,1,1,2,2,1,0
"12453",0,2,1,1,0,1,0,2,0,0,0,0,0,55,1,0,1,1,1,1
"19932",0,2,2,0,0,1,1,1,0,0,0,0,1,55,1,2,2,2,1,1
"18188",1,2,1,0,0,1,0,1,2,0,1,1,1,35,1,1,2,2,1,1
"40731",1,2,2,1,0,1,0,1,0,0,0,0,0,25,1,0,1,1,1,0
"23115",0,2,2,0,0,1,0,1,0,0,0,0,1,35,1,0,1,1,1,0
"11095",0,2,1,1,0,1,0,2,0,0,0,0,0,65,1,0,2,1,1,0
"35305",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,0
"23894",1,2,2,0,0,1,0,1,2,0,1,1,0,50,1,0,3,2,1,1
"7767",0,1,2,0,0,1,0,3,0,0,0,0,0,35,1,0,1,1,1,0
"15823",0,2,2,1,0,0,0,1,2,0,0,1,0,50,2,0,2,2,2,0
"28210",1,2,1,0,0,1,0,1,2,0,1,1,0,40,1,0,2,2,1,0
"6262",1,2,1,0,0,0,0,3,0,0,0,0,0,30,1,0,1,1,1,0
"9084",0,2,1,0,1,1,0,2,0,0,0,1,0,55,2,2,1,1,1,0
"1389",1,2,1,1,0,1,0,3,2,0,1,1,0,30,1,1,1,2,1,0
"24017",0,2,1,0,0,1,0,1,2,0,1,1,0,30,1,1,3,2,1,0
"1650",0,2,1,0,0,1,1,3,2,0,0,1,1,70,4,0,2,2,1,1
"3712",1,2,1,1,0,1,0,3,2,0,0,1,1,35,1,0,1,3,1,1
"25306",0,2,1,1,0,1,0,1,2,0,1,1,0,40,1,1,2,4,1,0
"1220",1,2,1,0,0,0,0,3,0,0,0,1,0,50,1,0,1,1,1,0
"18718",0,2,2,0,0,1,0,1,2,0,1,1,1,35,1,0,3,2,1,0
"208",1,1,1,1,0,1,0,3,1,0,1,1,0,35,2,0,3,2,2,1
"37184",0,2,1,0,0,0,0,1,2,0,1,1,0,25,1,0,1,2,1,0
"25231",1,2,1,0,0,1,1,1,2,0,0,1,0,60,1,0,2,3,1,0
"12633",1,1,2,1,0,1,0,2,0,0,0,0,0,55,1,0,1,1,1,0
"2436",0,2,1,1,0,0,0,3,2,0,1,1,0,35,2,1,2,3,2,0
"13719",1,2,2,1,0,0,0,1,2,0,1,1,1,25,2,2,1,2,2,0
"25640",0,2,1,0,0,1,0,1,0,1,1,1,0,40,1,1,2,1,1,1
"31908",1,2,1,0,1,1,0,1,2,0,1,1,0,25,1,0,1,2,1,1
"38897",1,2,1,0,0,1,0,1,2,0,1,1,0,55,1,0,1,2,1,0
"18500",1,2,1,0,0,1,0,1,2,0,1,1,1,35,1,0,1,2,1,0
"23225",0,2,2,1,0,1,0,1,0,0,0,0,1,45,1,0,1,1,1,1
"27684",0,2,1,1,0,0,0,1,2,0,1,1,0,45,1,1,2,2,1,1
"30156",1,2,1,0,0,1,0,1,2,0,0,1,0,30,1,0,2,2,1,0
"40110",0,2,1,1,0,1,0,1,2,0,1,1,0,50,1,0,1,2,1,1
"4119",0,2,2,1,1,1,0,3,0,0,0,0,1,35,1,0,1,1,1,0
"39609",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"36311",0,2,1,0,0,0,0,1,2,0,1,1,0,45,1,1,1,2,1,0
"29846",1,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,2,2,1,1
"166",1,2,1,0,0,1,0,3,2,0,1,1,1,25,2,0,1,2,2,0
"7978",0,2,2,1,0,1,0,2,0,0,0,0,1,25,4,0,1,1,2,0
"9992",0,2,1,1,0,1,0,2,0,0,1,0,1,40,1,0,1,1,1,0
"31660",0,2,1,0,0,1,1,1,0,0,0,0,0,75,1,0,2,1,1,1
"8730",0,2,1,1,0,1,0,2,0,0,0,0,0,45,2,0,2,1,2,0
"8826",0,2,1,0,1,1,0,2,0,0,0,0,0,40,2,0,2,1,2,0
"14454",0,2,1,0,0,1,0,1,2,0,1,1,1,30,2,0,1,2,1,1
"30134",1,2,1,1,0,1,0,1,2,0,1,1,0,30,1,0,2,2,1,1
"14513",1,2,1,0,0,1,0,1,2,0,1,1,1,30,2,2,1,2,2,0
"21100",0,2,1,0,0,1,0,1,2,0,1,1,1,35,1,0,1,2,1,0
"31167",0,2,2,1,0,1,0,1,0,0,1,0,0,35,1,2,2,1,1,0
"34046",0,2,1,1,0,1,0,1,1,0,1,1,0,45,1,0,1,2,1,0
"12022",0,1,1,1,0,1,0,2,0,0,0,0,0,30,1,0,1,1,1,0
"11521",0,2,1,1,0,1,0,2,2,0,1,1,0,65,1,1,1,2,1,0
"5095",0,2,1,1,0,0,0,3,2,0,1,1,0,40,1,0,2,2,1,0
"32849",1,2,1,0,0,1,0,1,0,0,1,1,0,45,1,0,1,1,1,0
"11783",0,2,1,0,0,1,0,2,2,0,1,1,0,45,1,0,1,2,1,1
"1493",1,1,2,1,0,0,0,3,2,0,0,1,0,60,1,0,1,2,1,1
"13693",0,2,1,0,1,1,0,1,2,0,0,1,1,45,2,2,1,2,2,0
"2892",0,1,1,1,0,0,0,3,2,0,1,1,0,35,2,1,1,2,1,1
"10968",0,2,1,1,0,1,0,2,0,0,1,0,0,45,1,0,2,1,1,1
"11250",0,2,1,0,1,1,0,2,0,0,0,0,0,50,1,0,2,1,1,0
"39634",1,2,1,0,0,1,0,1,2,0,0,1,0,35,1,0,1,2,1,0
"24470",0,1,1,1,0,1,1,1,2,0,0,1,0,65,1,0,2,3,1,1
"26422",0,2,1,1,0,1,0,1,2,0,1,1,0,40,1,1,2,2,1,0
"17345",1,2,1,0,0,1,0,1,2,0,1,1,0,30,2,2,1,2,2,0
"17091",0,2,1,1,0,0,0,1,2,0,0,1,0,45,2,0,1,2,2,1
"35876",0,2,1,0,0,1,0,1,0,0,1,0,0,25,1,0,1,1,1,0
"36130",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"20729",0,2,1,0,1,1,0,1,0,0,0,0,1,35,1,2,2,1,1,0
"7456",0,2,1,0,0,1,0,3,0,1,0,1,0,25,1,0,1,1,1,1
"6567",0,1,1,1,0,0,0,3,0,0,0,0,0,40,1,0,1,1,1,1
"18344",1,2,1,0,0,0,0,1,2,0,1,1,1,35,1,2,1,2,1,0
"176",1,2,2,1,0,1,0,3,0,0,0,0,1,25,2,0,1,1,2,0
"32731",0,2,1,0,0,0,0,1,0,0,1,0,0,25,1,0,1,1,1,0
"23250",1,1,1,0,0,1,0,1,0,0,0,0,1,45,1,0,1,1,1,1
"11753",1,2,1,0,0,1,0,2,2,0,1,1,0,30,1,2,1,2,1,0
"41542",0,2,1,0,0,0,0,1,0,0,0,0,0,45,1,0,1,1,1,1
"6411",0,2,1,1,0,1,0,3,2,0,1,1,0,40,1,0,1,2,1,0
"41628",0,2,1,1,0,1,0,1,0,0,0,1,0,45,1,0,1,1,1,0
"17124",0,2,2,1,0,1,0,1,2,0,0,1,0,55,2,0,1,2,1,0
"13520",0,2,1,1,0,1,0,1,2,0,1,1,0,35,3,0,1,2,2,1
"22855",1,1,1,1,0,1,0,1,0,0,1,0,1,25,1,2,1,1,1,1
"6663",0,2,1,1,0,1,0,3,2,0,1,1,0,35,1,1,1,2,1,0
"21612",1,2,1,1,0,1,0,1,0,0,0,0,1,30,1,0,1,1,1,1
"32880",0,2,1,0,0,0,0,1,2,0,0,1,0,45,1,0,1,2,1,1
"26889",1,2,1,1,0,1,0,1,2,0,0,1,0,65,1,0,2,2,1,0
"20195",0,2,1,0,0,1,0,1,2,0,0,1,1,35,1,0,2,2,1,1
"30000",0,2,1,1,0,0,0,1,2,0,1,1,0,55,1,1,2,2,1,1
"17809",0,2,1,1,0,0,0,1,0,0,1,0,0,25,2,0,1,1,1,0
"15470",1,2,1,0,0,1,0,1,2,0,0,1,0,45,2,0,2,2,1,0
"15607",0,2,1,0,0,1,1,1,2,0,0,1,0,70,2,0,2,2,2,1
"32960",0,2,1,1,0,1,0,1,2,0,1,1,0,40,1,1,1,3,1,0
"36705",1,2,1,0,0,0,0,1,0,1,1,1,0,35,1,2,1,1,1,1
"5912",0,1,1,1,0,1,0,3,0,0,0,0,0,35,1,0,2,1,1,0
"33597",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,0
"32231",0,2,1,0,1,1,0,1,2,0,1,1,0,35,1,2,1,2,1,0
"24012",0,2,1,1,0,0,0,1,2,0,1,1,0,30,1,2,3,2,1,0
"29071",1,2,1,1,0,1,0,1,0,0,1,0,0,55,1,0,2,1,1,0
"29062",1,2,1,1,0,1,1,1,0,0,0,0,0,55,1,0,2,1,1,0
"31344",1,2,1,1,0,1,0,1,0,0,1,0,0,55,1,2,2,1,1,0
"19441",1,2,1,0,0,0,1,1,2,0,0,1,1,65,1,0,2,3,1,0
"5533",0,2,1,1,0,1,0,3,2,0,0,1,0,35,1,0,2,3,1,1
"4919",0,2,1,1,0,0,0,3,0,0,1,0,0,50,1,1,2,1,1,0
"4439",0,2,1,1,0,0,0,3,2,0,1,1,0,50,1,0,2,2,1,0
"28113",1,1,1,1,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,0
"36405",1,2,1,1,0,0,0,1,1,0,1,1,0,40,1,2,1,2,1,0
"25997",0,2,1,1,0,1,0,1,2,0,1,1,0,40,1,1,2,2,1,1
"13408",0,2,1,1,0,1,0,1,0,0,0,0,1,45,3,0,1,1,2,1
"15140",0,2,1,1,0,1,1,1,0,0,1,0,0,70,2,0,2,1,1,0
"27089",1,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,0
"1284",1,2,1,1,0,1,0,3,2,0,1,1,0,35,1,2,1,2,1,0
"1625",1,2,1,0,0,1,0,3,0,0,0,1,0,55,1,0,1,1,1,0
"17157",1,2,1,1,0,1,0,1,2,0,1,1,0,25,2,1,1,2,1,0
"2409",0,2,1,1,0,1,0,3,2,0,0,1,0,55,2,0,2,2,2,0
"19911",1,2,1,0,0,1,0,1,0,1,1,1,1,40,1,1,2,1,1,1
"7494",0,2,1,0,0,0,0,3,0,0,0,0,0,25,1,0,1,1,1,0
"29015",0,2,1,0,1,1,1,1,0,1,0,1,0,55,1,2,2,2,1,1
"10199",1,2,1,1,0,1,0,2,0,0,0,0,1,55,1,0,1,1,1,0
"29228",0,2,1,0,0,1,0,1,2,0,0,1,0,30,1,0,2,2,1,0
"28283",1,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,2,2,1,1
"15648",0,2,1,1,0,1,1,1,2,0,1,1,0,60,2,0,2,4,1,1
"37830",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"40940",0,2,1,0,0,0,0,1,0,1,0,0,0,30,1,0,1,1,1,1
"32339",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,0
"40046",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,0
"30802",1,2,1,1,0,1,0,1,2,0,1,1,0,55,1,1,2,2,1,1
"28371",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,2,3,1,0
"5395",0,1,1,1,0,1,0,3,0,0,0,0,0,45,1,0,2,1,1,1
"32355",0,2,1,1,0,1,0,1,2,0,1,1,0,50,1,2,1,2,1,1
"20355",1,2,1,1,0,1,0,1,2,0,0,1,1,60,1,0,2,3,1,1
"9299",0,1,2,0,0,0,0,2,0,0,0,0,1,30,1,0,1,1,1,1
"31766",0,2,1,0,1,1,0,1,2,0,0,1,0,35,1,2,2,2,1,1
"18292",0,2,1,0,0,1,0,1,0,0,0,0,1,30,1,0,1,1,1,1
"16086",1,2,1,0,0,1,1,1,2,0,0,1,0,55,2,0,2,3,2,0
"33711",0,2,1,1,0,1,0,1,2,0,1,1,0,40,1,1,1,3,1,1
"14305",0,2,1,1,0,1,0,1,2,0,1,1,1,25,2,1,1,2,2,1
"738",0,2,1,0,0,1,0,3,2,0,1,1,0,35,1,1,3,2,1,1
"29908",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,2,2,1,0
"27930",0,2,1,1,0,0,1,1,2,0,0,1,0,60,1,0,2,3,1,1
"38265",1,2,1,1,0,1,0,1,2,0,1,1,0,40,1,2,1,2,1,1
"28717",0,2,1,0,0,1,1,1,2,0,1,1,0,60,1,0,2,2,1,1
"4131",1,2,2,0,0,1,0,3,0,0,0,0,1,40,1,0,1,1,1,1
"2704",1,2,1,1,0,1,0,3,2,0,1,1,0,35,2,0,1,2,2,0
"28558",0,2,1,1,0,1,0,1,2,0,1,1,0,55,1,0,2,2,1,1
"21345",0,2,1,0,0,1,0,1,2,0,1,1,1,30,1,0,1,2,1,0
"35424",1,2,1,0,0,1,0,1,2,0,0,1,0,25,1,0,1,2,1,0
"17159",1,2,1,0,0,1,0,1,2,0,1,1,0,25,9,0,1,2,1,0
"26901",1,2,1,0,0,1,1,1,2,0,0,1,0,70,1,0,2,2,1,1
"36321",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,0
"9380",0,1,1,1,0,1,1,2,2,0,0,1,1,65,1,0,2,4,1,1
"19033",0,2,1,1,0,1,1,1,0,0,0,0,1,65,1,0,2,1,1,0
"11682",0,2,1,1,0,0,0,2,2,0,1,1,0,55,1,0,1,2,1,1
"40893",0,2,2,0,0,0,0,1,0,0,0,0,0,25,1,0,1,1,1,0
"5921",0,1,1,1,0,0,0,3,2,0,1,1,0,35,1,1,1,2,1,0
"14786",1,2,2,1,0,1,0,1,0,0,0,0,1,35,2,0,1,1,2,1
"33830",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,1,1,2,1,1
"11992",0,1,2,1,0,0,0,2,0,0,0,0,0,30,1,0,1,1,1,1
"32257",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,4,1,0
"20474",0,2,1,0,0,1,0,1,0,0,0,0,1,40,1,0,2,1,1,0
"26190",0,2,1,1,0,0,0,1,2,0,1,1,0,45,1,1,2,3,1,0
"19009",1,2,1,1,0,1,1,1,2,0,0,1,1,60,1,0,2,3,1,0
"20915",1,2,1,0,0,1,0,1,0,1,0,1,1,25,1,0,1,1,1,1
"17833",1,2,2,1,0,1,0,1,0,0,0,0,0,30,2,0,1,1,1,0
"7320",1,2,1,1,0,1,0,3,2,0,1,1,0,35,1,0,1,2,1,1
"20870",0,2,1,0,0,0,0,1,2,0,1,1,1,40,1,1,1,3,1,1
"25140",0,2,1,0,0,1,1,1,2,0,1,1,0,60,1,0,2,4,1,1
"17913",1,2,1,0,0,1,0,1,0,0,1,0,0,25,2,1,1,1,2,0
"22419",1,2,1,1,0,1,0,1,1,0,0,1,1,55,1,0,1,2,1,1
"7812",0,2,2,1,0,0,0,3,0,0,0,0,0,45,1,2,1,1,1,1
"33509",0,1,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"38672",0,2,1,1,0,1,0,1,2,0,1,1,0,55,1,2,1,2,1,1
"22665",1,2,1,1,0,1,0,1,2,0,1,1,1,45,1,0,1,2,1,0
"4292",0,2,2,1,0,0,0,3,0,0,0,0,0,45,1,0,3,1,1,0
"14653",0,2,1,0,0,1,0,1,2,0,1,1,1,35,2,0,1,2,2,0
"21651",0,2,1,1,0,0,0,1,2,0,1,1,1,20,1,1,1,2,1,0
"29330",0,2,1,0,1,1,9,1,2,0,1,1,0,55,1,0,2,2,1,0
"33661",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,3,1,0
"28178",0,2,1,1,0,1,0,1,2,0,0,1,0,40,1,0,2,3,1,1
"884",1,2,2,1,0,1,0,3,2,0,0,1,0,45,1,0,2,2,1,1
"19288",1,2,2,0,0,1,0,1,2,0,1,1,1,45,1,2,2,2,1,1
"7681",0,2,1,1,0,1,0,3,0,0,0,0,0,30,1,0,1,1,1,0
"20183",0,2,1,0,0,1,0,1,2,0,0,1,1,30,1,0,2,3,1,1
"31861",1,2,1,0,0,0,0,1,2,0,1,1,0,25,1,2,1,2,1,0
"36572",0,2,1,1,0,0,0,1,2,0,1,1,0,40,1,0,1,2,1,1
"16678",1,2,1,0,0,1,0,1,2,0,1,1,0,40,2,1,1,2,2,1
"7007",0,1,1,0,0,1,0,3,2,0,0,1,0,20,1,0,1,2,1,0
"9610",1,2,2,1,0,1,1,2,0,0,0,1,1,70,1,0,2,1,1,1
"14430",0,2,1,0,0,1,0,1,2,0,0,1,1,45,2,0,1,2,2,0
"36013",1,2,1,0,0,0,0,1,0,0,0,0,0,50,1,0,1,1,1,0
"2165",0,1,2,1,0,1,0,3,0,0,1,0,0,35,2,1,3,1,2,0
"36890",0,2,1,1,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"19918",0,2,1,1,0,0,0,1,0,0,1,0,1,45,1,0,2,1,1,1
"37754",0,2,1,1,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,0
"32875",0,2,1,1,0,0,0,1,2,0,0,1,0,35,1,0,1,2,1,1
"34437",0,2,1,0,0,1,0,1,2,0,1,1,0,50,1,1,1,2,1,0
"15610",1,2,1,0,0,1,1,1,2,0,0,1,0,70,2,0,2,2,2,0
"21223",0,2,1,0,0,1,0,1,2,0,1,1,1,35,1,1,1,2,1,0
"31324",1,2,1,0,0,1,1,1,0,0,1,0,0,55,1,0,2,2,1,0
"23208",1,2,1,1,0,1,0,1,0,0,0,0,1,45,1,0,1,1,1,1
"13219",1,2,1,0,0,1,0,1,2,0,1,1,0,25,4,2,1,2,1,0
"40693",0,2,2,1,0,1,0,1,0,0,0,0,0,25,1,0,1,1,1,1
"37514",0,2,1,0,0,1,0,1,2,0,1,1,0,30,1,2,1,2,1,1
"23653",1,2,1,1,0,1,0,1,2,0,1,1,0,45,1,2,3,2,1,0
"13729",1,2,2,1,0,0,0,1,1,0,0,1,1,25,2,0,1,2,2,1
"25173",0,2,1,1,0,1,1,1,0,0,0,1,0,65,1,0,2,2,1,1
"32049",0,2,1,1,0,1,0,1,2,0,1,1,0,30,1,1,1,2,1,1
"27190",0,2,1,0,0,1,1,1,2,0,1,1,0,55,1,0,2,2,1,0
"1706",0,2,1,0,0,1,0,3,0,0,0,0,0,60,4,0,2,1,1,0
"1270",1,2,1,0,0,1,0,3,2,0,1,1,0,55,1,1,1,2,1,1
"23927",0,2,1,1,0,0,0,1,2,0,1,1,0,55,1,1,3,3,1,1
"22619",0,2,1,0,0,1,0,1,2,0,0,1,1,40,1,0,1,3,1,0
"4397",1,2,1,1,0,0,0,3,2,0,1,1,0,45,1,1,2,2,1,1
"15262",0,2,1,0,0,1,0,1,2,0,0,1,0,65,2,0,2,2,1,0
"38607",1,1,1,1,0,1,0,1,2,0,1,1,0,50,1,2,1,3,1,0
"21123",0,2,1,1,0,1,0,1,2,0,1,1,1,40,1,1,1,2,1,1
"10131",0,2,1,1,0,0,0,2,0,0,0,0,1,55,1,0,1,1,1,1
"27615",0,2,1,0,0,1,0,1,2,0,1,1,0,40,1,0,2,2,1,0
"37299",1,2,1,0,0,1,0,1,2,0,1,1,0,25,1,2,1,2,1,0
"40968",1,2,2,0,0,1,0,1,0,1,1,1,0,30,1,2,1,1,1,1
"28657",1,1,2,1,0,1,1,1,2,0,0,1,0,55,1,0,2,3,1,0
"16452",0,2,1,0,0,1,0,1,2,0,1,1,0,40,2,0,1,2,2,1
"2826",0,2,1,1,0,0,0,3,2,0,1,1,0,45,2,1,1,3,2,1
"9143",0,2,2,1,0,0,0,2,0,0,0,0,0,45,2,0,1,1,2,1
"11939",0,2,1,1,0,1,0,2,0,0,0,0,0,25,1,0,1,1,1,0
"2012",1,2,1,1,0,1,0,3,0,0,0,0,1,45,2,0,2,2,2,0
"18278",1,2,1,0,0,1,0,1,2,0,1,1,1,65,1,2,1,2,2,1
"21370",0,2,1,1,0,1,0,1,2,0,1,1,1,35,1,0,1,2,1,1
"14233",0,2,2,0,0,0,0,1,0,0,0,0,1,35,2,0,2,1,2,0
"6402",0,1,1,1,0,0,0,3,2,0,1,1,0,40,1,1,1,2,1,0
"7457",1,2,1,0,0,1,0,3,0,1,0,1,0,25,1,0,1,1,1,1
"38363",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,0,1,2,1,1
"20638",0,2,1,1,0,1,1,1,0,0,0,0,1,70,1,0,2,1,1,0
"20764",1,2,1,0,0,1,0,1,2,0,1,1,1,25,1,0,1,2,1,0
"11651",1,2,1,1,0,1,0,2,2,0,1,1,0,45,1,1,1,2,1,0
"237",1,2,1,1,0,1,0,3,2,0,1,1,0,45,2,1,2,2,2,1
"40678",0,2,1,0,0,1,0,1,0,0,1,1,0,25,1,0,1,1,1,1
"21433",1,2,1,1,0,1,0,1,2,0,1,1,1,45,1,1,1,2,1,1
"24948",1,2,1,0,0,1,0,1,0,1,1,1,0,35,1,1,2,1,1,1
"40583",1,2,1,1,0,0,0,1,0,0,0,0,0,25,1,0,1,1,1,1
"21948",0,2,1,1,0,1,0,1,2,0,1,1,1,25,1,2,1,2,1,0
"2260",1,2,1,0,0,1,0,3,0,1,0,1,0,45,2,0,2,1,2,1
"31735",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,1,2,2,1,0
"8501",1,2,1,1,0,1,0,2,0,0,0,0,1,55,2,0,1,1,1,1
"25261",1,2,1,0,0,1,1,1,2,0,0,1,0,65,1,0,2,3,1,1
"33607",0,2,1,0,0,1,0,1,2,0,0,1,0,35,1,0,1,2,1,0
"9502",0,2,1,0,0,1,0,2,1,0,1,1,1,40,1,0,2,2,1,1
"19323",1,2,1,0,0,0,0,1,2,0,1,1,1,55,1,0,2,2,1,0
"11449",0,2,1,0,0,1,1,2,2,0,0,1,0,65,1,0,1,2,1,0
"32495",0,2,1,0,0,0,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"22811",0,2,2,1,0,1,0,1,0,0,0,0,1,20,1,0,1,1,1,1
"17094",0,2,1,0,0,1,0,1,2,0,1,1,0,45,2,1,1,2,2,0
"6987",1,1,1,0,0,1,0,3,0,0,0,0,0,30,1,0,1,1,1,0
"34747",0,2,1,0,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,0
"39451",0,2,1,0,0,1,0,1,2,0,1,1,0,35,1,0,1,2,1,1
"12182",0,2,1,1,0,0,0,2,0,0,1,0,0,45,1,2,1,1,1,1
"12103",0,2,1,0,0,1,0,2,0,0,0,1,0,35,1,0,1,1,1,0
"898",1,2,1,0,0,1,0,3,2,0,1,1,0,45,1,2,2,2,1,1
"639",1,2,1,1,0,0,0,3,0,0,0,0,1,25,1,0,1,1,1,1
"3957",0,2,1,1,0,0,0,3,2,0,1,1,1,35,1,0,1,2,1,1
"13330",0,2,1,0,0,1,1,1,2,0,0,1,1,55,3,2,2,2,1,1
"12213",0,2,1,0,0,1,0,2,0,0,0,1,0,45,1,0,1,1,1,1
"5141",0,2,1,1,0,1,0,3,2,0,1,1,0,45,1,1,2,2,1,1
"19642",0,2,2,0,0,1,0,1,2,0,1,1,1,45,1,2,2,2,1,0
"4692",0,2,1,0,0,1,0,3,2,0,0,1,0,60,1,0,2,2,1,1
"11973",0,1,1,0,0,1,0,2,0,0,0,1,0,30,1,0,1,1,1,1
"9026",0,2,1,1,0,0,0,2,0,0,0,0,0,40,2,0,1,1,1,0
"24810",0,2,1,0,0,0,0,1,2,0,1,1,0,45,1,1,2,2,1,0
"813",0,2,1,0,0,1,0,3,0,1,0,1,0,35,1,0,2,1,1,1
"36139",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"14811",0,2,1,1,0,1,0,1,0,0,0,0,1,40,2,2,1,1,2,0
"26779",0,2,1,0,0,1,1,1,2,0,0,1,0,65,1,0,2,3,1,1
"3986",0,1,1,0,0,1,0,3,2,0,0,1,1,35,1,0,1,2,1,0
"18373",0,2,1,1,0,0,0,1,0,0,0,0,1,45,1,0,1,1,1,0
"6122",0,2,1,1,0,1,0,3,0,0,0,0,0,35,1,0,1,1,1,1
"33513",1,2,1,1,0,1,0,1,2,0,1,1,0,35,1,1,1,2,1,1
"31528",1,2,1,0,0,0,0,1,0,0,0,0,0,70,1,0,2,1,1,1
"21545",1,2,1,1,0,1,0,1,2,0,0,1,1,40,1,0,1,2,1,1
"30681",1,2,1,0,0,1,0,1,2,0,0,1,0,45,1,0,2,2,1,0
"4935",0,2,1,0,0,1,1,3,0,0,0,1,0,60,1,0,2,1,1,1
"1146",1,2,1,1,0,1,0,3,2,0,1,1,0,40,1,1,1,2,1,0
"24538",0,2,1,1,0,0,0,1,2,0,1,1,0,35,1,1,2,2,1,1
"10421",0,2,1,0,0,1,1,2,2,0,0,1,0,65,1,0,2,2,1,0
"35834",1,2,2,1,0,1,0,1,2,0,0,1,0,55,1,0,1,2,1,1
"36257",0,2,1,0,0,1,0,1,2,0,1,1,0,40,1,1,1,3,1,1
"7712",0,1,1,0,0,0,0,3,0,1,0,1,0,35,1,0,1,1,1,1
"30679",1,2,1,1,0,1,0,1,2,0,0,1,0,45,1,0,2,2,1,0
"31364",0,2,1,1,0,1,0,1,0,0,0,0,0,60,1,0,2,1,1,1
"6914",0,2,1,1,0,0,0,3,2,0,1,1,0,35,1,1,1,2,1,1
"40536",0,2,1,0,0,0,0,1,0,0,0,0,0,25,1,0,1,1,1,1
"5214",0,1,1,1,0,0,0,3,2,0,1,1,0,35,1,1,2,3,1,0
"36108",0,2,2,1,0,1,0,1,2,0,1,1,0,30,1,0,1,2,1,1
"13903",0,2,1,0,0,1,1,1,2,0,0,1,1,60,2,0,2,2,2,1
"20058",1,2,1,1,0,1,0,1,2,0,1,1,1,30,1,1,2,3,1,1
"6782",1,2,2,1,0,1,0,3,2,0,0,1,0,40,1,0,1,4,1,0
"1149",1,2,1,1,0,1,0,3,2,0,1,1,0,40,1,1,1,2,1,0
"19665",1,2,1,1,0,1,0,1,2,0,1,1,1,55,1,0,2,2,1,0
"18775",0,2,2,0,0,0,1,1,0,0,1,0,1,65,1,0,3,1,1,1
"13753",0,2,1,1,0,1,0,1,0,0,0,0,1,40,2,0,1,1,1,0
"36825",1,2,1,0,0,1,0,1,2,0,0,1,0,55,1,0,1,2,1,1
"19550",1,2,1,0,0,1,1,1,2,0,0,1,1,70,1,0,2,4,1,0
"24038",0,2,1,0,0,1,0,1,2,0,1,1,0,45,1,1,3,2,1,1
